step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,amount_log,amount_sqrt,amount_bin_encoded,amount_to_oldbalance_ratio,amount_exceeds_balance,hour,day,is_night,is_weekend,hour_sin,hour_cos,time_since_last_tx,tx_count_1h,tx_count_6h,tx_count_24h,user_tx_count,user_avg_amount,user_std_amount,amount_deviation_from_user_avg,tx_velocity,balance_change_orig,balance_change_dest,expected_balance_change,balance_inconsistency_orig,orig_zero_balance_before,orig_zero_balance_after,dest_zero_balance_before,dest_zero_balance_after,drains_account,balance_mismatch,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,is_risky_type,user_type_switches,dest_is_merchant,is_c2c,dest_tx_count,dest_is_popular,risk_score,consistency_score,tx_intensity,isFraud
1,3896.42,11558.39,7661.97,0.0,0.0,8.268070074743079,62.42131046365496,1,0.3370783406390822,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,3896.42,0.0,0.0,3.89642,-3896.419999999999,0.0,-3896.42,9.094947017729282e-13,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
1,227335.16,6073129.01,6300464.17,1817946.5,1254956.07,12.334185082097783,476.79677012328847,3,0.037432948022793934,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,227335.16,0.0,0.0,227.33516,227335.16000000015,-562990.4299999999,-227335.16,454670.3200000002,0,0,0,0,0,1,True,False,False,False,False,0,1,0,1,3,1,4,0.6666666666666666,1.75,0
1,4591.98,52018.0,47426.02,0.0,0.0,8.432284329863885,67.76414981389496,1,0.08827505334589283,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,4591.98,0.0,0.0,4.5919799999999995,-4591.980000000003,0.0,-4591.98,3.637978807091713e-12,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
1,32635.14,0.0,0.0,0.0,0.0,10.39317554228088,180.65198587339137,2,32635.14,1,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,32635.14,0.0,0.0,32.63514,0.0,0.0,-32635.14,32635.14,1,1,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,3,0.6666666666666666,1.75,0
1,1639.33,5912.0,4272.67,0.0,0.0,7.402652720088509,40.48864038221091,1,0.2772416708946389,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,1639.33,0.0,0.0,1.63933,-1639.33,0.0,-1639.33,0.0,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
1,1157.05,52867.0,51709.95,0.0,0.0,7.054492835093721,34.015437671739576,1,0.021885639706438677,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,1157.05,0.0,0.0,1.15705,-1157.050000000003,0.0,-1157.05,2.9558577807620168e-12,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
1,69490.69,9326.0,0.0,20093.0,67268.02,11.148962456058696,263.6108685164555,2,7.450486758872092,1,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,69490.69,0.0,0.0,69.49069,-9326.0,47175.020000000004,-69490.69,60164.69,0,1,0,0,1,0,False,True,False,False,False,1,1,0,1,1,0,10,0.6666666666666666,1.75,0
1,3620.25,22956.58,19336.33,0.0,0.0,8.19457454908356,60.16851336039474,1,0.15769301468186106,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,3620.25,0.0,0.0,3.62025,-3620.25,0.0,-3620.25,0.0,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
1,135327.21,6661123.62,6796450.83,368697.57,233370.36,11.815458292056302,367.8684683416071,3,0.020315970308329104,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,135327.21,0.0,0.0,135.32720999999998,135327.20999999996,-135327.21000000002,-135327.21,270654.4199999999,0,0,0,0,0,1,True,False,False,False,False,0,1,0,1,1,0,4,0.6666666666666666,1.75,0
1,8525.08,0.0,0.0,0.0,0.0,9.050884980344705,92.33135978636945,1,8525.08,1,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,8525.08,0.0,0.0,8.525079999999999,0.0,0.0,-8525.08,8525.08,1,1,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,3,0.6666666666666666,1.75,0
1,235238.66,235238.66,0.0,0.0,0.0,12.368360103240422,485.01408226978316,3,0.9999957490161311,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,235238.66,0.0,0.0,235.23866,-235238.66,0.0,-235238.66,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
1,235238.66,235238.66,0.0,0.0,235238.66,12.368360103240422,485.01408226978316,3,0.9999957490161311,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,235238.66,0.0,0.0,235.23866,-235238.66,235238.66,-235238.66,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
1,25071.46,25071.46,0.0,9083.76,34155.22,10.129525311587674,158.3396981176862,2,0.9999601156009422,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,25071.46,0.0,0.0,25.07146,-25071.46,25071.46,-25071.46,0.0,0,1,0,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
1,132842.64,4499.08,0.0,0.0,132842.64,11.796928076500397,364.4758428208926,3,29.520061865566838,1,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,132842.64,0.0,0.0,132.84264000000002,-4499.08,132842.64,-132842.64,128343.56000000001,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,1,0,10,0.6666666666666666,1.75,1
1,35063.63,35063.63,0.0,31140.0,7550.03,10.464948209083028,187.25285044559402,2,0.9999714812333682,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,35063.63,0.0,0.0,35.063629999999996,-35063.63,-23589.97,-35063.63,0.0,0,1,0,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
1,25071.46,25071.46,0.0,0.0,0.0,10.129525311587674,158.3396981176862,2,0.9999601156009422,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,25071.46,0.0,0.0,25.07146,-25071.46,0.0,-25071.46,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
1,35063.63,35063.63,0.0,0.0,0.0,10.464948209083028,187.25285044559402,2,0.9999714812333682,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,35063.63,0.0,0.0,35.063629999999996,-35063.63,0.0,-35063.63,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
1,2399.75,19907.0,17507.25,0.0,0.0,7.783536467518082,48.98724323739804,1,0.12054199316857545,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,2399.75,0.0,0.0,2.39975,-2399.75,0.0,-2399.75,0.0,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
1,270.78,4184966.65,4185237.43,3019.0,0.0,5.6049929154923515,16.45539425234169,0,6.470300911406089e-05,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,270.78,0.0,0.0,0.27077999999999997,270.78000000026077,-3019.0,-270.78,541.5600000002607,0,0,0,1,0,1,True,False,False,False,False,0,1,0,1,1,0,4,0.6666666666666666,1.75,0
1,3837.3,25591.0,21753.7,50670.0,47923.33,8.252784839224173,61.94594417716143,1,0.1499413879337293,0,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,3837.3,0.0,0.0,3.8373000000000004,-3837.2999999999993,-2746.6699999999983,-3837.3,9.094947017729282e-13,0,0,0,0,0,0,False,False,True,False,False,0,1,0,1,1,0,2,0.6666666666666666,1.75,0
1,57643.24,0.0,0.0,66948.88,0.0,10.96204560743581,240.0900664334116,2,57643.24,1,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,57643.24,0.0,0.0,57.64324,0.0,-66948.88,-57643.24,57643.24,1,1,0,1,0,0,False,True,False,False,False,1,1,0,1,1,0,7,0.6666666666666666,1.75,0
1,637758.38,0.0,0.0,1181971.26,1070702.75,13.36571634385356,798.5977585743651,3,637758.38,1,1,0,1,0,0.25881904510252074,0.9659258262890683,999.0,1.0,1.0,1.0,1,637758.38,0.0,0.0,637.75838,0.0,-111268.51000000001,-637758.38,637758.38,1,1,0,0,0,0,False,False,False,False,True,1,1,0,1,3,1,7,0.6666666666666666,1.75,0
2,157.91,172.0,14.09,0.0,0.0,5.068338004224545,12.566224572241259,0,0.9127745664739885,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,157.91,0.0,0.0,0.15791,-157.91,0.0,-157.91,0.0,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
2,243853.63,0.0,0.0,1807948.63,2051802.27,12.404327548040168,493.8153804814103,3,243853.63,1,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,243853.63,0.0,0.0,243.85363,0.0,243853.64000000013,-243853.63,243853.63,1,1,0,0,0,0,False,False,False,False,True,1,1,0,1,1,0,7,0.6666666666666666,1.75,0
2,1096187.24,1096187.24,0.0,0.0,0.0,13.907349483567259,1046.9896083533972,4,0.9999990877479218,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,1096187.24,0.0,0.0,1096.18724,-1096187.24,0.0,-1096187.24,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
2,18627.02,18627.02,0.0,147251.58,165878.6,9.832422177754257,136.48084114629424,2,0.9999463174293349,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,18627.02,0.0,0.0,18.62702,-18627.02,18627.02000000002,-18627.02,0.0,0,1,0,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
2,1413.15,0.0,0.0,0.0,0.0,7.254283922866992,37.59188742268736,1,1413.15,1,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,1413.15,0.0,0.0,1.4131500000000001,0.0,0.0,-1413.15,1413.15,1,1,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,3,0.6666666666666666,1.75,0
2,1216.72,11256.0,10039.28,0.0,0.0,7.104735536784751,34.88151372862136,1,0.10808563560451274,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,1216.72,0.0,0.0,1.21672,-1216.7199999999993,0.0,-1216.72,6.821210263296962e-13,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
2,214983.83,0.0,0.0,10656658.73,11073556.18,12.278322746480923,463.663487887498,3,214983.83,1,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,214983.83,0.0,0.0,214.98382999999998,0.0,416897.44999999925,-214983.83,214983.83,1,1,0,0,0,0,False,True,False,False,False,1,1,0,1,1,0,7,0.6666666666666666,1.75,0
2,6574.63,91019.0,84444.37,0.0,0.0,8.791125669946258,81.08409215129686,1,0.07223280597670842,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,6574.63,0.0,0.0,6.57463,-6574.630000000005,0.0,-6574.63,4.547473508864641e-12,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
2,9213.89,11392.0,2178.11,0.0,0.0,9.128575932973533,95.98900978757932,1,0.8087325550776793,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,9213.89,0.0,0.0,9.21389,-9213.89,0.0,-9213.89,0.0,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
2,3719.89,31284.0,27564.11,0.0,0.0,8.221718165963946,60.990900960717084,1,0.11890330829470992,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,3719.89,0.0,0.0,3.71989,-3719.8899999999994,0.0,-3719.89,4.547473508864641e-13,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
2,963532.14,963532.14,0.0,0.0,0.0,13.778362161678364,981.5967298234036,3,0.9999989621529779,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,963532.14,0.0,0.0,963.53214,-963532.14,0.0,-963532.14,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
2,14949.84,14949.84,0.0,18161.79,33111.63,9.612522764531356,122.26953831596813,2,0.999933114126029,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,14949.84,0.0,0.0,14.94984,-14949.84,14949.839999999997,-14949.84,0.0,0,1,0,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
2,18627.02,18627.02,0.0,0.0,0.0,9.832422177754257,136.48084114629424,2,0.9999463174293349,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,18627.02,0.0,0.0,18.62702,-18627.02,0.0,-18627.02,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
2,963532.14,963532.14,0.0,132382.57,1095914.71,13.778362161678364,981.5967298234036,3,0.9999989621529779,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,963532.14,0.0,0.0,963.53214,-963532.14,963532.1399999999,-963532.14,0.0,0,1,0,0,1,0,False,True,False,False,False,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
2,14949.84,14949.84,0.0,0.0,0.0,9.612522764531356,122.26953831596813,2,0.999933114126029,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,14949.84,0.0,0.0,14.94984,-14949.84,0.0,-14949.84,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
2,1096187.24,1096187.24,0.0,0.0,1096187.24,13.907349483567259,1046.9896083533972,4,0.9999990877479218,0,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,1096187.24,0.0,0.0,1096.18724,-1096187.24,1096187.24,-1096187.24,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
2,60949.25,0.0,0.0,632824.07,617488.4,11.017813236623729,246.87901895462886,2,60949.25,1,2,0,1,0,0.49999999999999994,0.8660254037844387,999.0,1.0,1.0,1.0,1,60949.25,0.0,0.0,60.94925,0.0,-15335.669999999925,-60949.25,60949.25,1,1,0,0,0,0,False,False,False,False,True,1,1,0,1,1,0,7,0.6666666666666666,1.75,0
3,21595.02,466.0,0.0,0.0,0.0,9.980264317435175,146.95244128628826,2,46.24201284796574,1,3,0,1,0,0.7071067811865476,0.7071067811865476,999.0,1.0,1.0,1.0,1,21595.02,0.0,0.0,21.59502,-466.0,0.0,-21595.02,21129.02,0,1,1,1,1,0,False,False,False,True,False,0,1,1,0,1,0,6,0.6666666666666666,1.75,0
3,22877.0,22877.0,0.0,0.0,0.0,10.03793102908562,151.25144627407698,2,0.9999562898854795,0,3,0,1,0,0.7071067811865476,0.7071067811865476,999.0,1.0,1.0,1.0,1,22877.0,0.0,0.0,22.877,-22877.0,0.0,-22877.0,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
3,14043.68,72818.0,58774.32,0.0,0.0,9.549998955369922,118.50603360166942,2,0.19285735865639464,0,3,0,1,0,0.7071067811865476,0.7071067811865476,999.0,1.0,1.0,1.0,1,14043.68,0.0,0.0,14.04368,-14043.68,0.0,-14043.68,0.0,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
3,2204.12,0.0,0.0,0.0,0.0,7.698537208168843,46.948056402794776,1,2204.12,1,3,0,1,0,0.7071067811865476,0.7071067811865476,999.0,1.0,1.0,1.0,1,2204.12,0.0,0.0,2.20412,0.0,0.0,-2204.12,2204.12,1,1,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,3,0.6666666666666666,1.75,0
3,22877.0,22877.0,0.0,0.0,22877.0,10.03793102908562,151.25144627407698,2,0.9999562898854795,0,3,0,1,0,0.7071067811865476,0.7071067811865476,999.0,1.0,1.0,1.0,1,22877.0,0.0,0.0,22.877,-22877.0,22877.0,-22877.0,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
3,10539.37,10539.37,0.0,0.0,0.0,9.262967925843537,102.66143384932825,2,0.9999051266701264,0,3,0,1,0,0.7071067811865476,0.7071067811865476,999.0,1.0,1.0,1.0,1,10539.37,0.0,0.0,10.539370000000002,-10539.37,0.0,-10539.37,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
3,10539.37,10539.37,0.0,0.0,10539.37,9.262967925843537,102.66143384932825,2,0.9999051266701264,0,3,0,1,0,0.7071067811865476,0.7071067811865476,999.0,1.0,1.0,1.0,1,10539.37,0.0,0.0,10.539370000000002,-10539.37,10539.37,-10539.37,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
4,10000000.0,12930418.44,2930418.44,0.0,0.0,16.118095750958314,3162.2776601683795,4,0.7733701173733928,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,10000000.0,0.0,0.0,10000.0,-10000000.0,0.0,-10000000.0,0.0,0,0,1,1,0,0,False,False,False,False,True,1,1,0,1,1,0,6,0.6666666666666666,1.75,1
4,13707.11,13707.11,0.0,0.0,0.0,9.525742907473537,117.07736758229576,2,0.999927050483254,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,13707.11,0.0,0.0,13.70711,-13707.11,0.0,-13707.11,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
4,10000000.0,10000000.0,0.0,0.0,9941904.21,16.118095750958314,3162.2776601683795,4,0.99999990000001,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,10000000.0,0.0,0.0,10000.0,-10000000.0,9941904.21,-10000000.0,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,2,1,9,0.6666666666666666,1.75,1
4,2930418.44,2930418.44,0.0,0.0,0.0,14.890656124331372,1711.846500127859,4,0.9999996587519225,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,2930418.44,0.0,0.0,2930.41844,-2930418.44,0.0,-2930418.44,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,1,0,9,0.6666666666666666,1.75,1
4,169941.73,169941.73,0.0,0.0,169941.73,12.04321677692185,412.2398937511992,3,0.9999941156647301,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,169941.73,0.0,0.0,169.94173,-169941.73,169941.73,-169941.73,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
4,13707.11,13707.11,0.0,0.0,13707.11,9.525742907473537,117.07736758229576,2,0.999927050483254,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,13707.11,0.0,0.0,13.70711,-13707.11,13707.11,-13707.11,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,1,0,8,0.6666666666666666,1.75,1
4,169941.73,169941.73,0.0,0.0,0.0,12.04321677692185,412.2398937511992,3,0.9999941156647301,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,169941.73,0.0,0.0,169.94173,-169941.73,0.0,-169941.73,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
4,2930418.44,2930418.44,0.0,3616012.1,6963508.84,14.890656124331372,1711.846500127859,4,0.9999996587519225,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,2930418.44,0.0,0.0,2930.41844,-2930418.44,3347496.7399999998,-2930418.44,0.0,0,1,0,0,1,0,False,True,False,False,False,1,1,0,1,1,0,9,0.6666666666666666,1.75,1
4,13788.58,0.0,0.0,0.0,0.0,9.531668513470736,117.42478443667675,2,13788.58,1,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,13788.58,0.0,0.0,13.78858,0.0,0.0,-13788.58,13788.58,1,1,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,3,0.6666666666666666,1.75,0
4,86070.17,86070.17,0.0,0.0,86070.17,11.362929791137743,293.3771804350161,2,0.9999883817078355,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,86070.17,0.0,0.0,86.07017,-86070.17,86070.17,-86070.17,0.0,0,1,1,0,1,0,False,True,False,False,False,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
4,86070.17,86070.17,0.0,0.0,0.0,11.362929791137743,293.3771804350161,2,0.9999883817078355,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,86070.17,0.0,0.0,86.07017,-86070.17,0.0,-86070.17,0.0,0,1,1,1,1,0,False,False,False,False,True,1,1,0,1,2,1,8,0.6666666666666666,1.75,1
4,336.88,21430.0,21093.12,0.0,0.0,5.822690802859296,18.35429105141356,0,0.01571928514768326,0,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,336.88,0.0,0.0,0.33688,-336.880000000001,0.0,-336.88,1.0231815394945443e-12,0,0,1,1,0,0,False,False,False,True,False,0,1,1,0,1,0,1,0.6666666666666666,1.75,0
4,104334.87,0.0,0.0,193663.49,297998.36,11.555370493657664,323.00908655949604,3,104334.87,1,4,0,1,0,0.8660254037844386,0.5000000000000001,999.0,1.0,1.0,1.0,1,104334.87,0.0,0.0,104.33487,0.0,104334.87,-104334.87,104334.87,1,1,0,0,0,0,False,True,False,False,False,1,1,0,1,1,0,7,0.6666666666666666,1.75,0
