step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,amount_log,amount_to_oldbalance_ratio,amount_exceeds_balance,is_high_amount,is_night,is_weekend,hour_sin,hour_cos,balance_change_orig,balance_change_dest,expected_balance_change,balance_inconsistency_orig,has_zero_balances,drains_account,balance_mismatch,is_transfer,is_cashout,is_risky_type,dest_is_merchant,is_c2c,risk_score,isFraud
1,1639.33,5912.0,4272.67,0.0,0.0,7.402652720088509,0.2772416708946389,0,0,1,0,0.25881904510252074,0.9659258262890683,-1639.33,0.0,-1639.33,0.0,1,0,0,0,0,0,1,0,1,0
1,1157.05,52867.0,51709.95,0.0,0.0,7.054492835093721,0.021885639706438677,0,0,1,0,0.25881904510252074,0.9659258262890683,-1157.050000000003,0.0,-1157.05,2.9558577807620168e-12,1,0,0,0,0,0,1,0,1,0
1,69490.69,9326.0,0.0,20093.0,67268.02,11.148962456058696,7.450486758872092,1,0,1,0,0.25881904510252074,0.9659258262890683,-9326.0,47175.020000000004,-69490.69,60164.69,1,1,0,0,1,1,0,1,10,0
1,3620.25,22956.58,19336.33,0.0,0.0,8.19457454908356,0.15769301468186106,0,0,1,0,0.25881904510252074,0.9659258262890683,-3620.25,0.0,-3620.25,0.0,1,0,0,0,0,0,1,0,1,0
1,135327.21,6661123.62,6796450.83,368697.57,233370.36,11.815458292056302,0.020315970308329104,0,0,1,0,0.25881904510252074,0.9659258262890683,135327.20999999996,-135327.21000000002,-135327.21,270654.4199999999,0,0,1,0,0,0,0,1,4,0
1,8525.08,0.0,0.0,0.0,0.0,9.050884980344705,8525.08,1,0,1,0,0.25881904510252074,0.9659258262890683,0.0,0.0,-8525.08,8525.08,1,0,0,0,0,0,1,0,3,0
1,235238.66,235238.66,0.0,0.0,0.0,12.368360103240422,0.9999957490161311,0,0,1,0,0.25881904510252074,0.9659258262890683,-235238.66,0.0,-235238.66,0.0,1,1,0,1,0,1,0,1,8,1
1,235238.66,235238.66,0.0,0.0,235238.66,12.368360103240422,0.9999957490161311,0,0,1,0,0.25881904510252074,0.9659258262890683,-235238.66,235238.66,-235238.66,0.0,1,1,0,0,1,1,0,1,8,1
1,25071.46,25071.46,0.0,9083.76,34155.22,10.129525311587674,0.9999601156009422,0,0,1,0,0.25881904510252074,0.9659258262890683,-25071.46,25071.46,-25071.46,0.0,1,1,0,0,1,1,0,1,8,1
1,132842.64,4499.08,0.0,0.0,132842.64,11.796928076500397,29.520061865566838,1,0,1,0,0.25881904510252074,0.9659258262890683,-4499.08,132842.64,-132842.64,128343.56000000001,1,1,0,0,1,1,0,1,10,1
1,35063.63,35063.63,0.0,31140.0,7550.03,10.464948209083028,0.9999714812333682,0,0,1,0,0.25881904510252074,0.9659258262890683,-35063.63,-23589.97,-35063.63,0.0,1,1,0,0,1,1,0,1,8,1
1,25071.46,25071.46,0.0,0.0,0.0,10.129525311587674,0.9999601156009422,0,0,1,0,0.25881904510252074,0.9659258262890683,-25071.46,0.0,-25071.46,0.0,1,1,0,1,0,1,0,1,8,1
1,35063.63,35063.63,0.0,0.0,0.0,10.464948209083028,0.9999714812333682,0,0,1,0,0.25881904510252074,0.9659258262890683,-35063.63,0.0,-35063.63,0.0,1,1,0,1,0,1,0,1,8,1
1,2399.75,19907.0,17507.25,0.0,0.0,7.783536467518082,0.12054199316857545,0,0,1,0,0.25881904510252074,0.9659258262890683,-2399.75,0.0,-2399.75,0.0,1,0,0,0,0,0,1,0,1,0
1,270.78,4184966.65,4185237.43,3019.0,0.0,5.6049929154923515,6.470300911406089e-05,0,0,1,0,0.25881904510252074,0.9659258262890683,270.78000000026077,-3019.0,-270.78,541.5600000002607,1,0,1,0,0,0,0,1,4,0
1,3837.3,25591.0,21753.7,50670.0,47923.33,8.252784839224173,0.1499413879337293,0,0,1,0,0.25881904510252074,0.9659258262890683,-3837.2999999999993,-2746.6699999999983,-3837.3,9.094947017729282e-13,0,0,0,0,0,0,0,1,2,0
1,57643.24,0.0,0.0,66948.88,0.0,10.96204560743581,57643.24,1,0,1,0,0.25881904510252074,0.9659258262890683,0.0,-66948.88,-57643.24,57643.24,1,0,0,0,1,1,0,1,7,0
1,637758.38,0.0,0.0,1181971.26,1070702.75,13.36571634385356,637758.38,1,0,1,0,0.25881904510252074,0.9659258262890683,0.0,-111268.51000000001,-637758.38,637758.38,1,0,0,1,0,1,0,1,7,0
2,157.91,172.0,14.09,0.0,0.0,5.068338004224545,0.9127745664739885,0,0,1,0,0.49999999999999994,0.8660254037844387,-157.91,0.0,-157.91,0.0,1,0,0,0,0,0,1,0,1,0
2,243853.63,0.0,0.0,1807948.63,2051802.27,12.404327548040168,243853.63,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,243853.64000000013,-243853.63,243853.63,1,0,0,1,0,1,0,1,7,0
2,1096187.24,1096187.24,0.0,0.0,0.0,13.907349483567259,0.9999990877479218,0,0,1,0,0.49999999999999994,0.8660254037844387,-1096187.24,0.0,-1096187.24,0.0,1,1,0,1,0,1,0,1,8,1
2,18627.02,18627.02,0.0,147251.58,165878.6,9.832422177754257,0.9999463174293349,0,0,1,0,0.49999999999999994,0.8660254037844387,-18627.02,18627.02000000002,-18627.02,0.0,1,1,0,0,1,1,0,1,8,1
2,1413.15,0.0,0.0,0.0,0.0,7.254283922866992,1413.15,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,0.0,-1413.15,1413.15,1,0,0,0,0,0,1,0,3,0
2,1216.72,11256.0,10039.28,0.0,0.0,7.104735536784751,0.10808563560451274,0,0,1,0,0.49999999999999994,0.8660254037844387,-1216.7199999999993,0.0,-1216.72,6.821210263296962e-13,1,0,0,0,0,0,1,0,1,0
2,214983.83,0.0,0.0,10656658.73,11073556.18,12.278322746480923,214983.83,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,416897.44999999925,-214983.83,214983.83,1,0,0,0,1,1,0,1,7,0
2,6574.63,91019.0,84444.37,0.0,0.0,8.791125669946258,0.07223280597670842,0,0,1,0,0.49999999999999994,0.8660254037844387,-6574.630000000005,0.0,-6574.63,4.547473508864641e-12,1,0,0,0,0,0,1,0,1,0
2,9213.89,11392.0,2178.11,0.0,0.0,9.128575932973533,0.8087325550776793,0,0,1,0,0.49999999999999994,0.8660254037844387,-9213.89,0.0,-9213.89,0.0,1,0,0,0,0,0,1,0,1,0
2,3719.89,31284.0,27564.11,0.0,0.0,8.221718165963946,0.11890330829470992,0,0,1,0,0.49999999999999994,0.8660254037844387,-3719.8899999999994,0.0,-3719.89,4.547473508864641e-13,1,0,0,0,0,0,1,0,1,0
2,963532.14,963532.14,0.0,0.0,0.0,13.778362161678364,0.9999989621529779,0,0,1,0,0.49999999999999994,0.8660254037844387,-963532.14,0.0,-963532.14,0.0,1,1,0,1,0,1,0,1,8,1
2,14949.84,14949.84,0.0,18161.79,33111.63,9.612522764531356,0.999933114126029,0,0,1,0,0.49999999999999994,0.8660254037844387,-14949.84,14949.839999999997,-14949.84,0.0,1,1,0,0,1,1,0,1,8,1
2,18627.02,18627.02,0.0,0.0,0.0,9.832422177754257,0.9999463174293349,0,0,1,0,0.49999999999999994,0.8660254037844387,-18627.02,0.0,-18627.02,0.0,1,1,0,1,0,1,0,1,8,1
2,963532.14,963532.14,0.0,132382.57,1095914.71,13.778362161678364,0.9999989621529779,0,0,1,0,0.49999999999999994,0.8660254037844387,-963532.14,963532.1399999999,-963532.14,0.0,1,1,0,0,1,1,0,1,8,1
2,14949.84,14949.84,0.0,0.0,0.0,9.612522764531356,0.999933114126029,0,0,1,0,0.49999999999999994,0.8660254037844387,-14949.84,0.0,-14949.84,0.0,1,1,0,1,0,1,0,1,8,1
2,1096187.24,1096187.24,0.0,0.0,1096187.24,13.907349483567259,0.9999990877479218,0,0,1,0,0.49999999999999994,0.8660254037844387,-1096187.24,1096187.24,-1096187.24,0.0,1,1,0,0,1,1,0,1,8,1
2,60949.25,0.0,0.0,632824.07,617488.4,11.017813236623729,60949.25,1,0,1,0,0.49999999999999994,0.8660254037844387,0.0,-15335.669999999925,-60949.25,60949.25,1,0,0,1,0,1,0,1,7,0
3,21595.02,466.0,0.0,0.0,0.0,9.980264317435175,46.24201284796574,1,0,1,0,0.7071067811865476,0.7071067811865476,-466.0,0.0,-21595.02,21129.02,1,1,0,0,0,0,1,0,6,0
3,22877.0,22877.0,0.0,0.0,0.0,10.03793102908562,0.9999562898854795,0,0,1,0,0.7071067811865476,0.7071067811865476,-22877.0,0.0,-22877.0,0.0,1,1,0,1,0,1,0,1,8,1
3,14043.68,72818.0,58774.32,0.0,0.0,9.549998955369922,0.19285735865639464,0,0,1,0,0.7071067811865476,0.7071067811865476,-14043.68,0.0,-14043.68,0.0,1,0,0,0,0,0,1,0,1,0
3,2204.12,0.0,0.0,0.0,0.0,7.698537208168843,2204.12,1,0,1,0,0.7071067811865476,0.7071067811865476,0.0,0.0,-2204.12,2204.12,1,0,0,0,0,0,1,0,3,0
3,22877.0,22877.0,0.0,0.0,22877.0,10.03793102908562,0.9999562898854795,0,0,1,0,0.7071067811865476,0.7071067811865476,-22877.0,22877.0,-22877.0,0.0,1,1,0,0,1,1,0,1,8,1
3,10539.37,10539.37,0.0,0.0,0.0,9.262967925843537,0.9999051266701264,0,0,1,0,0.7071067811865476,0.7071067811865476,-10539.37,0.0,-10539.37,0.0,1,1,0,1,0,1,0,1,8,1
3,10539.37,10539.37,0.0,0.0,10539.37,9.262967925843537,0.9999051266701264,0,0,1,0,0.7071067811865476,0.7071067811865476,-10539.37,10539.37,-10539.37,0.0,1,1,0,0,1,1,0,1,8,1
4,10000000.0,12930418.44,2930418.44,0.0,0.0,16.118095750958314,0.7733701173733928,0,1,1,0,0.8660254037844386,0.5000000000000001,-10000000.0,0.0,-10000000.0,0.0,1,0,0,1,0,1,0,1,6,1
4,13707.11,13707.11,0.0,0.0,0.0,9.525742907473537,0.999927050483254,0,0,1,0,0.8660254037844386,0.5000000000000001,-13707.11,0.0,-13707.11,0.0,1,1,0,1,0,1,0,1,8,1
4,10000000.0,10000000.0,0.0,0.0,9941904.21,16.118095750958314,0.99999990000001,0,1,1,0,0.8660254037844386,0.5000000000000001,-10000000.0,9941904.21,-10000000.0,0.0,1,1,0,0,1,1,0,1,9,1
4,2930418.44,2930418.44,0.0,0.0,0.0,14.890656124331372,0.9999996587519225,0,1,1,0,0.8660254037844386,0.5000000000000001,-2930418.44,0.0,-2930418.44,0.0,1,1,0,1,0,1,0,1,9,1
4,169941.73,169941.73,0.0,0.0,169941.73,12.04321677692185,0.9999941156647301,0,0,1,0,0.8660254037844386,0.5000000000000001,-169941.73,169941.73,-169941.73,0.0,1,1,0,0,1,1,0,1,8,1
4,13707.11,13707.11,0.0,0.0,13707.11,9.525742907473537,0.999927050483254,0,0,1,0,0.8660254037844386,0.5000000000000001,-13707.11,13707.11,-13707.11,0.0,1,1,0,0,1,1,0,1,8,1
4,169941.73,169941.73,0.0,0.0,0.0,12.04321677692185,0.9999941156647301,0,0,1,0,0.8660254037844386,0.5000000000000001,-169941.73,0.0,-169941.73,0.0,1,1,0,1,0,1,0,1,8,1
4,2930418.44,2930418.44,0.0,3616012.1,6963508.84,14.890656124331372,0.9999996587519225,0,1,1,0,0.8660254037844386,0.5000000000000001,-2930418.44,3347496.7399999998,-2930418.44,0.0,1,1,0,0,1,1,0,1,9,1
4,13788.58,0.0,0.0,0.0,0.0,9.531668513470736,13788.58,1,0,1,0,0.8660254037844386,0.5000000000000001,0.0,0.0,-13788.58,13788.58,1,0,0,0,0,0,1,0,3,0
4,86070.17,86070.17,0.0,0.0,86070.17,11.362929791137743,0.9999883817078355,0,0,1,0,0.8660254037844386,0.5000000000000001,-86070.17,86070.17,-86070.17,0.0,1,1,0,0,1,1,0,1,8,1
4,86070.17,86070.17,0.0,0.0,0.0,11.362929791137743,0.9999883817078355,0,0,1,0,0.8660254037844386,0.5000000000000001,-86070.17,0.0,-86070.17,0.0,1,1,0,1,0,1,0,1,8,1
4,336.88,21430.0,21093.12,0.0,0.0,5.822690802859296,0.01571928514768326,0,0,1,0,0.8660254037844386,0.5000000000000001,-336.880000000001,0.0,-336.88,1.0231815394945443e-12,1,0,0,0,0,0,1,0,1,0
4,104334.87,0.0,0.0,193663.49,297998.36,11.555370493657664,104334.87,1,0,1,0,0.8660254037844386,0.5000000000000001,0.0,104334.87,-104334.87,104334.87,1,0,0,0,1,1,0,1,7,0
4,104234.05,58096.76,0.0,167476.47,204653.87,11.554403724101748,1.7941147817058696,1,0,1,0,0.8660254037844386,0.5000000000000001,-58096.76,37177.399999999994,-104234.05,46137.29,1,1,0,0,1,1,0,1,10,0
5,281593.55,2085292.46,2366886.01,2772312.14,2490718.59,12.548223549385558,0.13503785217836917,0,0,1,0,0.9659258262890683,0.25881904510252074,281593.5499999998,-281593.5500000003,-281593.55,563187.0999999999,0,0,1,0,0,0,0,1,4,0
5,2357.56,1074.0,0.0,41351.37,43708.94,7.765806542298968,2.1930790697674416,1,0,1,0,0.9659258262890683,0.25881904510252074,-1074.0,2357.5699999999997,-2357.56,1283.56,1,1,0,0,0,0,0,1,7,0
5,105095.1,0.0,0.0,169941.73,618730.52,11.56263044865989,105095.1,1,0,1,0,0.9659258262890683,0.25881904510252074,0.0,448788.79000000004,-105095.1,105095.1,1,0,0,0,1,1,0,1,7,0
5,258127.75,6193725.92,6451853.66,5515949.57,4313939.72,12.461213770436942,0.04167567497470489,0,0,1,0,0.9659258262890683,0.25881904510252074,258127.74000000022,-1202009.8500000006,-258127.75,516255.4900000002,0,0,1,0,0,0,0,1,4,0
5,120074.73,120074.73,0.0,0.0,0.0,11.69587790604817,0.9999916719223777,0,0,1,0,0.9659258262890683,0.25881904510252074,-120074.73,0.0,-120074.73,0.0,1,1,0,1,0,1,0,1,8,1
5,10119.47,10119.47,0.0,0.0,0.0,9.222315384450775,0.9999011903597362,0,0,1,0,0.9659258262890683,0.25881904510252074,-10119.47,0.0,-10119.47,0.0,1,1,0,1,0,1,0,1,8,1
5,10119.47,10119.47,0.0,0.0,10119.47,9.222315384450775,0.9999011903597362,0,0,1,0,0.9659258262890683,0.25881904510252074,-10119.47,10119.47,-10119.47,0.0,1,1,0,0,1,1,0,1,8,1
5,120074.73,120074.73,0.0,0.0,120074.73,11.69587790604817,0.9999916719223777,0,0,1,0,0.9659258262890683,0.25881904510252074,-120074.73,120074.73,-120074.73,0.0,1,1,0,0,1,1,0,1,8,1
5,60726.57,60726.57,0.0,13010502.78,13071229.35,11.014153074918012,0.9999835330147411,0,0,1,0,0.9659258262890683,0.25881904510252074,-60726.57,60726.5700000003,-60726.57,0.0,1,1,0,0,1,1,0,1,8,1
5,60726.57,60726.57,0.0,0.0,0.0,11.014153074918012,0.9999835330147411,0,0,1,0,0.9659258262890683,0.25881904510252074,-60726.57,0.0,-60726.57,0.0,1,1,0,1,0,1,0,1,8,1
5,3864.48,21574.0,17709.52,0.0,0.0,8.259841144772238,0.17911842410196988,0,0,1,0,0.9659258262890683,0.25881904510252074,-3864.4799999999996,0.0,-3864.48,4.547473508864641e-13,1,0,0,0,0,0,1,0,1,0
6,151301.14,8703848.37,8855149.51,5188539.32,6712636.97,11.92703404376102,0.017383244305846715,0,0,1,0,1.0,6.123233995736766e-17,151301.1400000006,1524097.6499999994,-151301.14,302602.2800000006,0,0,1,0,0,0,0,1,4,0
6,7515.48,73252.0,65736.52,0.0,0.0,8.924853222251471,0.10259620766384994,0,0,1,0,1.0,6.123233995736766e-17,-7515.479999999996,0.0,-7515.48,3.637978807091713e-12,1,0,0,0,0,0,1,0,1,0
6,30521.02,30521.02,0.0,0.0,30521.02,10.32620366931566,0.9999672367687329,0,0,1,0,1.0,6.123233995736766e-17,-30521.02,30521.02,-30521.02,0.0,1,1,0,0,1,1,0,1,8,1
6,30521.02,30521.02,0.0,0.0,0.0,10.32620366931566,0.9999672367687329,0,0,1,0,1.0,6.123233995736766e-17,-30521.02,0.0,-30521.02,0.0,1,1,0,1,0,1,0,1,8,1
6,13597.47,0.0,0.0,0.0,0.0,9.517712565395543,13597.47,1,0,1,0,1.0,6.123233995736766e-17,0.0,0.0,-13597.47,13597.47,1,0,0,0,0,0,1,0,3,0
6,85074.07,0.0,0.0,124897.0,43655.86,11.351289322172176,85074.07,1,0,1,0,1.0,6.123233995736766e-17,0.0,-81241.14,-85074.07,85074.07,1,0,0,0,1,1,0,1,7,0
6,13704.0,13704.0,0.0,3382.84,143675.35,9.525516008736886,0.9999270339292229,0,0,1,0,1.0,6.123233995736766e-17,-13704.0,140292.51,-13704.0,0.0,1,1,0,0,1,1,0,1,8,1
6,17320.91,17320.91,0.0,6244.44,0.0,9.759727453172609,0.9999422696457839,0,0,1,0,1.0,6.123233995736766e-17,-17320.91,-6244.44,-17320.91,0.0,1,1,0,0,1,1,0,1,8,1
6,17320.91,17320.91,0.0,0.0,0.0,9.759727453172609,0.9999422696457839,0,0,1,0,1.0,6.123233995736766e-17,-17320.91,0.0,-17320.91,0.0,1,1,0,1,0,1,0,1,8,1
6,10224.0,10224.0,0.0,0.0,10224.0,9.232590980911002,0.9999022004889976,0,0,1,0,1.0,6.123233995736766e-17,-10224.0,10224.0,-10224.0,0.0,1,1,0,0,1,1,0,1,8,1
6,10565.0,10565.0,0.0,0.0,0.0,9.26539657772426,0.9999053568048457,0,0,1,0,1.0,6.123233995736766e-17,-10565.0,0.0,-10565.0,0.0,1,1,0,1,0,1,0,1,8,1
6,17246.0,17246.0,0.0,0.0,101717.84,9.7553934942914,0.999942018901838,0,0,1,0,1.0,6.123233995736766e-17,-17246.0,101717.84,-17246.0,0.0,1,1,0,1,0,1,0,1,8,1
6,10224.0,10224.0,0.0,0.0,0.0,9.232590980911002,0.9999022004889976,0,0,1,0,1.0,6.123233995736766e-17,-10224.0,0.0,-10224.0,0.0,1,1,0,1,0,1,0,1,8,1
6,10565.0,10565.0,0.0,36275.0,24380.72,9.26539657772426,0.9999053568048457,0,0,1,0,1.0,6.123233995736766e-17,-10565.0,-11894.279999999999,-10565.0,0.0,1,1,0,0,1,1,0,1,8,1
6,216422.0,216422.0,0.0,0.0,0.0,12.28499010496469,0.9999953794190082,0,0,1,0,1.0,6.123233995736766e-17,-216422.0,0.0,-216422.0,0.0,1,1,0,1,0,1,0,1,8,1
6,216422.0,216422.0,0.0,10097.0,48630.5,12.28499010496469,0.9999953794190082,0,0,1,0,1.0,6.123233995736766e-17,-216422.0,38533.5,-216422.0,0.0,1,1,0,0,1,1,0,1,8,1
6,85354.69,85354.69,0.0,0.0,0.0,11.35458239266713,0.9999882843194168,0,0,1,0,1.0,6.123233995736766e-17,-85354.69,0.0,-85354.69,0.0,1,1,0,1,0,1,0,1,8,1
6,1916.28,33036.0,31119.72,0.0,0.0,7.558662793934206,0.05800405605835881,0,0,1,0,1.0,6.123233995736766e-17,-1916.2799999999988,0.0,-1916.28,1.1368683772161603e-12,1,0,0,0,0,0,1,0,1,0
6,145697.63,6314994.42,6460692.05,11919932.15,15026180.08,11.889295589256454,0.023071692109002354,0,0,1,0,1.0,6.123233995736766e-17,145697.6299999999,3106247.9299999997,-145697.63,291395.2599999999,0,0,1,0,0,0,0,1,4,0
6,2945.31,20275.0,17329.69,0.0,0.0,7.988308818913578,0.1452608995857171,0,0,1,0,1.0,6.123233995736766e-17,-2945.3100000000013,0.0,-2945.31,1.3642420526593924e-12,1,0,0,0,0,0,1,0,1,0
6,26768.5,26768.5,0.0,101976.0,128744.5,10.195018458715763,0.9999626440538673,0,0,1,0,1.0,6.123233995736766e-17,-26768.5,26768.5,-26768.5,0.0,1,1,0,0,1,1,0,1,8,1
6,26768.5,26768.5,0.0,0.0,0.0,10.195018458715763,0.9999626440538673,0,0,1,0,1.0,6.123233995736766e-17,-26768.5,0.0,-26768.5,0.0,1,1,0,1,0,1,0,1,8,1
6,25975.86,25975.86,0.0,98152.0,28041.27,10.164961420718473,0.9999615042002767,0,0,1,0,1.0,6.123233995736766e-17,-25975.86,-70110.73,-25975.86,0.0,1,1,0,0,1,1,0,1,8,1
6,143165.59,39955.5,183121.09,1010657.61,1515372.59,11.87176419623179,3.5830363019784013,1,0,1,0,1.0,6.123233995736766e-17,143165.59,504714.9800000001,-143165.59,286331.18,0,0,1,0,0,0,0,1,6,0
6,2006.1,202.0,0.0,0.0,0.0,7.604446173165448,9.882266009852216,1,0,1,0,1.0,6.123233995736766e-17,-202.0,0.0,-2006.1,1804.1,1,1,0,0,0,0,1,0,6,0
6,33332.86,33332.86,0.0,31002.0,0.0,10.4143289761773,0.9999700004739925,0,0,1,0,1.0,6.123233995736766e-17,-33332.86,-31002.0,-33332.86,0.0,1,1,0,0,1,1,0,1,8,1
6,25975.86,25975.86,0.0,0.0,0.0,10.164961420718473,0.9999615042002767,0,0,1,0,1.0,6.123233995736766e-17,-25975.86,0.0,-25975.86,0.0,1,1,0,1,0,1,0,1,8,1
6,11483.48,278208.67,266725.19,0.0,0.0,9.34875183765065,0.04127635103409598,0,0,1,0,1.0,6.123233995736766e-17,-11483.479999999981,0.0,-11483.48,1.8189894035458565e-11,1,0,0,0,0,0,1,0,1,0
6,17456.35,16877.0,0.0,0.0,0.0,9.767516042387701,1.0342665007702334,1,0,1,0,1.0,6.123233995736766e-17,-16877.0,0.0,-17456.35,579.3499999999985,1,1,0,0,0,0,1,0,6,0
6,33332.86,33332.86,0.0,0.0,0.0,10.4143289761773,0.9999700004739925,0,0,1,0,1.0,6.123233995736766e-17,-33332.86,0.0,-33332.86,0.0,1,1,0,1,0,1,0,1,8,1
6,21128.42,17688.6,0.0,102399.0,52795.84,9.9584216611089,1.1943978382778582,1,0,1,0,1.0,6.123233995736766e-17,-17688.6,-49603.16,-21128.42,3439.8199999999997,1,1,0,0,1,1,0,1,10,0
6,19227.1,20765.0,1537.9,0.0,0.0,9.864128029749235,0.9258932871039198,0,0,1,0,1.0,6.123233995736766e-17,-19227.1,0.0,-19227.1,0.0,1,0,0,0,0,0,1,0,1,0
6,22850.11,19807.0,0.0,0.0,0.0,10.036754972823019,1.153579866720517,1,0,1,0,1.0,6.123233995736766e-17,-19807.0,0.0,-22850.11,3043.1100000000006,1,1,0,0,0,0,1,0,6,0
6,13704.0,13704.0,0.0,0.0,1658746.09,9.525516008736886,0.9999270339292229,0,0,1,0,1.0,6.123233995736766e-17,-13704.0,1658746.09,-13704.0,0.0,1,1,0,1,0,1,0,1,8,1
6,85354.69,85354.69,0.0,11170.0,10612.55,11.35458239266713,0.9999882843194168,0,0,1,0,1.0,6.123233995736766e-17,-85354.69,-557.4500000000007,-85354.69,0.0,1,1,0,0,1,1,0,1,8,1
6,17246.0,17246.0,0.0,0.0,17246.0,9.7553934942914,0.999942018901838,0,0,1,0,1.0,6.123233995736766e-17,-17246.0,17246.0,-17246.0,0.0,1,1,0,0,1,1,0,1,8,1
7,1380.11,0.0,0.0,0.0,0.0,7.2306428026629845,1380.11,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,0.0,-1380.11,1380.11,1,0,0,0,0,0,1,0,2,0
7,2760.81,10439.0,7678.19,0.0,0.0,7.923641540871692,0.26444540229885055,0,0,0,0,0.9659258262890683,-0.25881904510252063,-2760.8100000000004,0.0,-2760.81,4.547473508864641e-13,1,0,0,0,0,0,1,0,0,0
7,34329.61,0.0,0.0,102287.0,184532.58,10.443792655009286,34329.61,1,0,0,0,0.9659258262890683,-0.25881904510252063,0.0,82245.57999999999,-34329.61,34329.61,1,0,0,0,1,1,0,1,6,0
7,3371.46,39033.0,35661.54,0.0,0.0,8.123397727374064,0.08637239329815033,0,0,0,0,0.9659258262890683,-0.25881904510252063,-3371.459999999999,0.0,-3371.46,9.094947017729282e-13,1,0,0,0,0,0,1,0,0,0
7,3214.67,46181.0,42966.33,0.0,0.0,8.075791013093593,0.06960872201290547,0,0,0,0,0.9659258262890683,-0.25881904510252063,-3214.6699999999983,0.0,-3214.67,1.8189894035458565e-12,1,0,0,0,0,0,1,0,0,0
7,2136.5,9306.0,7169.5,0.0,0.0,7.667392200810915,0.22955839690555496,0,0,0,0,0.9659258262890683,-0.25881904510252063,-2136.5,0.0,-2136.5,0.0,1,0,0,0,0,0,1,0,0,0
